URL,Marque,Modele,Annee,Kilometrage,Carburant,Transmission,Prix
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509250/chevrolet-kalos.html,Chevrolet,Kalos,2008,140 ,Essence,Manuelle,30000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509249/mercedes-benz-classe-gla.html,Mercedes-Benz,Classe GLA,2023,18500 ,Diesel,Automatique,40000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509248/renault-megane.html,Renault,Megane,2011,250000 ,Diesel,Manuelle,97000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509247/jeep-renegade.html,Jeep,Renegade,2022,180 ,Diesel,Automatique,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509246/toyota-verso.html,Toyota,Verso,2005,275000 ,Essence,Manuelle,72000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509245/volkswagen-polo.html,Volkswagen,Polo,1997,250000 ,Essence,Manuelle,49000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509244/volkswagen-golf-7.html,Volkswagen,Golf 7,2017,280000 ,Diesel,Automatique,168000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509243/jeep-renegade.html,Jeep,Renegade,2022,180 ,Diesel,Automatique,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509242/volvo-xc60.html,Volvo,XC60,2012,175000 ,Diesel,Automatique,98000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509241/bmw-serie-1.html,BMW,Série 1,2022,95000 ,Diesel,Automatique,355000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509240/land-rover-range-rover-sport.html,Land Rover,Range Rover Sport,2019,166000 ,Diesel,Automatique,190000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509239/audi-q5.html,Audi,Q5,2010,240000 ,Diesel,Manuelle,145000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509238/nissan-x-trail.html,Nissan,X-Trail,2016,186000 ,Diesel,Automatique,195000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509237/audi-q5.html,Audi,Q5,2010,240000 ,Diesel,Manuelle,145000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509236/peugeot-3008.html,Peugeot,3008,2022,90000 ,Diesel,Automatique,286000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509235/chery-qq.html,Chery,QQ,2007,133 ,Essence,Manuelle,33000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509234/hyundai-tucson.html,Hyundai,Tucson,2007,300000 ,Diesel,Manuelle,70000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509233/opel-corsa.html,Opel,Corsa,2004,350000 ,Diesel,Manuelle,67000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509232/renault-express.html,Renault,Express,2022,92000 ,Essence,Manuelle,155000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509231/nissan-qashqai.html,Nissan,Qashqai,2016,177000 ,Diesel,Automatique,182000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509230/peugeot-partner.html,Peugeot,Partner,2012,300000 ,Diesel,Manuelle,73000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509229/volkswagen-tiguan.html,Volkswagen,Tiguan,2019,125000 ,Diesel,Manuelle,280000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509228/volkswagen-tiguan.html,Volkswagen,Tiguan,2021,79500 ,Diesel,Automatique,490000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509227/hyundai-tucson.html,Hyundai,Tucson,2022,88000 ,Diesel,Manuelle,235000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509226/dacia-sandero.html,Dacia,Sandero,2010,230000 ,Diesel,Manuelle,70000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509225/peugeot-107.html,Peugeot,107,2011,120000 ,Essence,Manuelle,59000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509224/autre-autre.html,Autre,Autre,2021,27 ,Diesel,Manuelle,63
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509223/dacia-logan.html,Dacia,Logan,2025,9216 ,Diesel,Manuelle,165000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509222/fiat-500.html,Fiat,500,2018,46000 ,Essence,Manuelle,116000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509221/toyota-hilux.html,Toyota,Hilux,2011,300000 ,Diesel,Manuelle,157000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509220/renault-kangoo.html,Renault,Kangoo,2012,300000 ,Diesel,Manuelle,680000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509219/ford-fiesta.html,Ford,Fiesta,2016,110000 ,Diesel,Manuelle,106000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509218/bmw-z3.html,BMW,Z3,2007,180000 ,Essence,Automatique,37000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509217/kia-sportage.html,Kia,Sportage,2025,42000 ,Diesel,Automatique,273000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509216/dacia-sandero.html,Dacia,Sandero,2021,63000 ,Diesel,Manuelle,130000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509215/suzuki-carry.html,Suzuki,Carry,1989,170002 ,Essence,Manuelle,35000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509214/renault-kadjar.html,Renault,Kadjar,2019,62000 ,Diesel,Manuelle,188000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509213/volkswagen-touareg.html,Volkswagen,Touareg,2015,156000 ,Diesel,Automatique,165000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509212/volkswagen-tiguan.html,Volkswagen,Tiguan,2018,121000 ,Diesel,Automatique,290000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509211/dacia-logan.html,Dacia,Logan,2019,150000 ,Diesel,Automatique,79000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509210/jeep-renegade.html,Jeep,Renegade,2021,94000 ,Diesel,Automatique,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509209/renault-clio.html,Renault,Clio,2021,78000 ,Diesel,Manuelle,85000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509208/land-rover-range-rover-sport.html,Land Rover,Range Rover Sport,2019,166000 ,Diesel,Automatique,190000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509207/volkswagen-golf-7.html,Volkswagen,Golf 7,2017,69673 ,Diesel,Automatique,210000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509206/lexus-nx.html,Lexus,NX,2023,21000 ,Hybride,Automatique,370000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509205/nissan-qashqai.html,Nissan,Qashqai,2017,192000 ,Diesel,Automatique,190000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509204/mercedes-benz-220.html,Mercedes-Benz,220,2014,280000 ,Diesel,Automatique,710000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509203/citroen-jumper.html,Citroën,Jumper,2021,221000 ,Diesel,Manuelle,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509202/jeep-renegade.html,Jeep,Renegade,2021,94000 ,Diesel,Automatique,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509201/renault-clio.html,Renault,Clio,2018,90136 ,Diesel,Manuelle,109000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509200/peugeot-207.html,Peugeot,207,2010,18000 ,Diesel,Manuelle,70000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509199/mercedes-benz-220.html,Mercedes-Benz,220,2005,380000 ,Diesel,Manuelle,110000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509198/audi-a1.html,Audi,A1,2012,120000 ,Diesel,Manuelle,128000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509197/autre-autre.html,Autre,Autre,2025,0 ,Essence,Manuelle,63
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509196/jaguar-xf.html,Jaguar,XF,2018,148000 ,Diesel,Automatique,235000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509195/opel-grandland.html,Opel,Grandland,2020,136000 ,Diesel,Manuelle,178000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509194/dacia-sandero.html,Dacia,Sandero,2013,163000 ,Diesel,Manuelle,75000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509193/hyundai-i20.html,Hyundai,i20,2023,20000 ,Essence,Manuelle,250000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509192/volkswagen-tiguan.html,Volkswagen,Tiguan,2018,182000 ,Diesel,Automatique,240000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509191/mercedes-benz-classe-gla.html,Mercedes-Benz,Classe GLA,2016,183000 ,Diesel,Automatique,198000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509190/volkswagen-tiguan.html,Volkswagen,Tiguan,2018,68000 ,Diesel,Manuelle,300000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509209/renault-clio.html,Renault,Clio,2021,78000 ,Diesel,Manuelle,105000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509208/land-rover-range-rover-sport.html,Land Rover,Range Rover Sport,2019,166000 ,Diesel,Automatique,190000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509207/volkswagen-golf-7.html,Volkswagen,Golf 7,2017,69673 ,Diesel,Automatique,210000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509206/lexus-nx.html,Lexus,NX,2023,21000 ,Hybride,Automatique,370000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509205/nissan-qashqai.html,Nissan,Qashqai,2017,192000 ,Diesel,Automatique,190000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509204/mercedes-benz-220.html,Mercedes-Benz,220,2014,280000 ,Diesel,Automatique,710000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509203/citroen-jumper.html,Citroën,Jumper,2021,221000 ,Diesel,Manuelle,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509202/jeep-renegade.html,Jeep,Renegade,2021,94000 ,Diesel,Automatique,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509201/renault-clio.html,Renault,Clio,2018,90136 ,Diesel,Manuelle,109000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509200/peugeot-207.html,Peugeot,207,2010,18000 ,Diesel,Manuelle,70000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509199/mercedes-benz-220.html,Mercedes-Benz,220,2005,380000 ,Diesel,Manuelle,110000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509198/audi-a1.html,Audi,A1,2012,120000 ,Diesel,Manuelle,128000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509197/autre-autre.html,Autre,Autre,2025,0 ,Essence,Manuelle,63
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509196/jaguar-xf.html,Jaguar,XF,2018,148000 ,Diesel,Automatique,235000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509195/opel-grandland.html,Opel,Grandland,2020,136000 ,Diesel,Manuelle,178000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509194/dacia-sandero.html,Dacia,Sandero,2013,163000 ,Diesel,Manuelle,75000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509193/hyundai-i20.html,Hyundai,i20,2023,20000 ,Essence,Manuelle,250000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509192/volkswagen-tiguan.html,Volkswagen,Tiguan,2018,182000 ,Diesel,Automatique,240000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509191/mercedes-benz-classe-gla.html,Mercedes-Benz,Classe GLA,2016,183000 ,Diesel,Automatique,198000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509190/volkswagen-tiguan.html,Volkswagen,Tiguan,2018,68000 ,Diesel,Manuelle,300000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509189/peugeot-308.html,Peugeot,308,2021,56000 ,Diesel,Automatique,200000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509188/dacia-logan.html,Dacia,Logan,2010,258000 ,Diesel,Automatique,62000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509187/peugeot-3008.html,Peugeot,3008,2018,157 ,Diesel,Manuelle,185000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509186/volkswagen-tiguan.html,Volkswagen,Tiguan,2022,129000 ,Diesel,Automatique,350000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509185/dacia-logan.html,Dacia,Logan,2000,258000 ,Diesel,Manuelle,172000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509184/bmw-serie-3.html,BMW,Série 3,2008,175589 ,Diesel,Automatique,80000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509183/peugeot-207.html,Peugeot,207,2012,180000 ,Diesel,Manuelle,88000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509182/nissan-sunny.html,Nissan,Sunny,2006,64093 ,Essence,Manuelle,40000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509181/audi-a4.html,Audi,A4,2010,240000 ,Diesel,Automatique,72000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509180/renault-clio.html,Renault,Clio,2023,60000 ,Diesel,Manuelle,105000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509179/dacia-sandero.html,Dacia,Sandero,2023,208000 ,Diesel,Manuelle,117000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509178/renault-clio.html,Renault,Clio,2020,150 ,Diesel,Manuelle,115000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509177/jaguar-f-pace.html,Jaguar,F-Pace,2017,149000 ,Diesel,Automatique,246000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509176/dacia-duster.html,Dacia,Duster,2025,70000 ,Diesel,Manuelle,240000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509175/citroen-c5.html,Citroën,C5,2003,80000 ,Diesel,Manuelle,48000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509174/ford-transit.html,Ford,Transit,1991,300000 ,Diesel,Manuelle,80000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509173/toyota-c-hr.html,Toyota,C-HR,2023,21000 ,Essence,Automatique,230000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509172/dacia-dokker.html,Dacia,Dokker,2016,175000 ,Diesel,Manuelle,135000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509171/mercedes-benz-classe-e.html,Mercedes-Benz,Classe E,2015,140000 ,Diesel,Automatique,130000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509170/mercedes-benz-classe-c.html,Mercedes-Benz,Classe C,2011,264000 ,Diesel,Automatique,155000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509169/toyota-rav-4.html,Toyota,RAV-4,2010,170000 ,Diesel,Automatique,70000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509168/dacia-logan.html,Dacia,Logan,2018,156000 ,Diesel,Manuelle,100000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509167/dacia-logan.html,Dacia,Logan,2018,180000 ,Diesel,Manuelle,172000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509166/skoda-octavia.html,Skoda,Octavia,2017,159000 ,Diesel,Manuelle,165000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509165/peugeot-206.html,Peugeot,206,2006,23500 ,Diesel,Manuelle,46000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509164/audi-q3-sportback.html,Audi,Q3 Sportback,2012,130000 ,Diesel,Automatique,230000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509163/hyundai-tucson.html,Hyundai,Tucson,2022,129000 ,Diesel,Manuelle,260000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509162/dacia-sandero.html,Dacia,Sandero,2024,63000 ,Diesel,Manuelle,176000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509161/renault-clio.html,Renault,Clio,2016,190000 ,Diesel,Manuelle,110000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509160/fiat-albea.html,Fiat,Albea,2009,160 ,Essence,Manuelle,39000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509159/opel-astra.html,Opel,Astra,2020,107000 ,Diesel,Automatique,160000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509158/dacia-duster.html,Dacia,Duster,2022,80000 ,Diesel,Automatique,172000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509157/audi-q3.html,Audi,Q3,2017,103000 ,Diesel,Automatique,245000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509156/fiat-500.html,Fiat,500,2014,119000 ,Essence,Manuelle,78000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509155/mercedes-benz-classe-cla.html,Mercedes-Benz,Classe CLA,2014,255000 ,Diesel,Automatique,710000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509154/renault-clio.html,Renault,Clio,2008,325000 ,Essence,Manuelle,59000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509153/land-rover-range-rover-evoque.html,Land Rover,Range Rover Evoque,2013,263000 ,Diesel,Automatique,190000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509152/dacia-logan.html,Dacia,Logan,2018,156000 ,Diesel,Manuelle,100000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509151/dacia-logan.html,Dacia,Logan,2006,366000 ,Diesel,Manuelle,75000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509150/skoda-octavia.html,Skoda,Octavia,2026,10900 ,Diesel,Automatique,310000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509149/volkswagen-touareg.html,Volkswagen,Touareg,2023,150000 ,Diesel,Automatique,355000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509148/renault-clio.html,Renault,Clio,2019,178000 ,Diesel,Automatique,129500
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509147/audi-q7.html,Audi,Q7,2009,145000 ,Diesel,Automatique,45000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509146/bmw-serie-5.html,BMW,Série 5,2016,275 ,Diesel,Automatique,370000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509145/peugeot-207.html,Peugeot,207,2008,170000 ,Essence,Automatique,35000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509144/dacia-sandero.html,Dacia,Sandero,2021,70000 ,Diesel,Manuelle,172000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509143/fiat-punto.html,Fiat,Punto,2016,170000 ,Diesel,Manuelle,98000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509142/volkswagen-touran.html,Volkswagen,Touran,2009,308000 ,Diesel,Manuelle,117000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509141/opel-astra.html,Opel,Astra,2020,107000 ,Diesel,Automatique,160000
https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/509140/peugeot-308.html,Peugeot,308,2023,100 ,Diesel,Automatique,245000
